,idAluno,nota,situacao,submissões diferentes e iguais a 100% semana 1,submissões diferentes e iguais a 100% semana 2,submissões diferentes e iguais a 100% semana 3,submissões diferentes e iguais a 100% semana 4,submissões diferentes e iguais a 100% semana 5,submissões diferentes e iguais a 100% semana 6,submissões diferentes e iguais a 100% semana 7,submissões diferentes e iguais a 100% semana 8,submissões diferentes e iguais a 100% semana 9,submissões diferentes e iguais a 100% semana 10,submissões diferentes e iguais a 100% semana 11,submissões diferentes e iguais a 100% semana 12,submissões diferentes e iguais a 100% semana 13,submissões diferentes e iguais a 100% semana 14,submissões diferentes e iguais a 100% semana 15,submissões diferentes e iguais a 100% semana 16,submissões diferentes e iguais a 100% semana 17,submissões diferentes e iguais a 100% semana 18
1486,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1484,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1481,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1480,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,4.0,4.0,0.0,0.0
1479,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1471,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,4.0,4.0,0.0,0.0
1472,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,0.0
1473,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
1474,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,4.0,4.0,0.0,0.0
1470,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1477,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,4.0,4.0,0.0,0.0
1478,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,4.0,4.0,0.0,0.0
1475,599b0644d9b4c2079007accb,7.9,APROVADO,0.0,0.0,0.0,0.0,5.0,18.0,9.0,3.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
1503,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1511,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1510,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1509,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1508,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1507,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1506,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
1505,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1504,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
1501,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
1500,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1492,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1493,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1494,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
1495,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
1491,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1497,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1498,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,6.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
1499,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1496,599b1d5f495fac076a06d47a,9.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1524,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1531,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1530,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1529,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1528,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1526,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1525,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1521,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1513,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1514,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1515,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1516,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1518,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1519,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1520,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1517,599b1d9b10b11c0765012372,8.8,APROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1545,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1553,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1552,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1551,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1549,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1548,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1534,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1536,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1533,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1541,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1538,599b1dcc10b11c0765012373,6.1,APROVADO POR NOTA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1574,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1573,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,599b1eae495fac076a06d47b,0.5,REPROVADO,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1587,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1594,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
1591,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
1589,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1588,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1585,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
1577,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
1578,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
1575,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0
1580,599b1ed9d9b4c2079007ad4f,5.8,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1616,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,6.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0
1615,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,6.0,0.0,5.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0
1611,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,6.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,599b1ef210b11c0765012374,6.0,APROVADO POR NOTA,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
